Pfx,ID,Sex,subspecies,Data Year,All Data Years (Recap),mRWL,mRTS,Intact?,Mass,T_AvgBri,T_Hue,T_Chrom,R_AvgBri,R_Hue,R_Chrom,B_AvgBri,B_Hue,B_Chrom,V_AvgBri,V_Hue,V_Chrom,Song?,annual.mean T,annual.cv T,breed.meanT,cv.breedT,max.breedT,min.breedT,breed.varianceT,elevation,ClimStatID, Meant, CVt, Meanp, CVp
RM,13,M,rustica,,,124.50,115.00,y,-,7.0032,676.3833,0.5300,32.9329,660.4200,0.3812,43.6028,661.1800,0.3723,22.1505,660.4200,0.4634,,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,14,M,rustica,,,126.50,102.00,y,-,7.1916,674.3900,0.5379,39.9121,660.8000,0.3900,24.0529,667.0600,0.4209,21.2687,667.8200,0.4404,,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,22,M,rustica,,,120.50,111.00,y,16.30,6.9237,678.6867,0.5252,37.3047,644.1300,0.3719,28.1952,660.8000,0.3797,20.4811,644.1300,0.4862,,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,24,M,rustica,,,121.00,98.00,y,17.30,8.3684,686.3900,0.5457,33.4650,644.5100,0.4056,26.7847,660.8000,0.3898,20.4986,660.4200,0.4811,,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,25,M,rustica,,,124.20,113.00,y,19.50,6.5866,678.6867,0.4626,36.5608,644.5100,0.4024,29.4584,643.7500,0.3655,24.3211,627.4600,0.4393,y,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,26,M,rustica,,,127.00,116.00,y,18.50,8.3985,669.7367,0.5271,36.7498,644.1300,0.3664,37.2246,644.5100,0.3518,32.0884,661.1800,0.4185,,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,28,M,rustica,,,123.00,107.50,y,17.50,5.2661,688.0100,0.4947,40.3233,644.5100,0.3789,30.0756,644.1300,0.3633,23.5185,660.8000,0.4394,,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,30,M,rustica,,,123.50,99.00,y,19.00,6.3658,678.6867,0.5365,45.6594,644.1300,0.3506,39.2512,651.4600,0.3536,31.7063,644.5100,0.3988,,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
TW,1,M,gutturalis,,,117.20,87.00,Y,15.50,6.6560,688.1133,0.6187,48.2492,660.0400,0.3222,49.0203,643.0733,0.3154,37.8342,653.0833,0.3109,,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,4,M,gutturalis,,,116.70,94.00,Y,16.00,9.4305,653.0833,0.5224,39.2576,643.7500,0.3224,31.0251,644.1300,0.3217,36.6803,644.1300,0.3388,y,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,5,M,gutturalis,,,113.00,88.00,Y,14.50,8.8432,668.7467,0.5554,45.9561,660.8000,0.3283,39.5233,667.4400,0.3287,25.6730,660.4200,0.3744,,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,7,M,gutturalis,,,114.00,93.00,Y,16.00,8.2582,640.4267,0.6027,42.5306,597.6900,0.3281,35.7978,600.3933,0.3225,36.7877,603.1033,0.3352,y,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,8,M,gutturalis,,,116.00,94.00,Y,16.00,10.3804,670.4667,0.5252,17.1708,633.4500,0.4859,33.6094,666.1033,0.3310,33.0298,578.0233,0.3672,y,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,10,M,gutturalis,,,118.80,106.00,Y,15.00,7.4170,694.1500,0.5777,50.3359,625.7333,0.3480,29.7530,626.3733,0.3311,34.1008,597.6900,0.3552,,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,12,M,gutturalis,,,114.00,88.50,Y,15.00,7.3324,694.1500,0.6080,25.9663,607.1167,0.3830,32.5851,573.7033,0.3784,25.7897,612.7500,0.3995,y,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,14,M,gutturalis,,,116.00,89.00,Y,15.00,6.4790,694.1500,0.5998,45.4159,602.3867,0.3488,34.6593,575.7967,0.3648,21.8178,676.3833,0.4817,,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,16,M,gutturalis,,,117.80,93.00,Y,16.00,13.0371,647.7700,0.5417,62.8924,622.4333,0.3077,40.4254,653.0733,0.3208,44.4590,651.7833,0.3318,y,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,18,M,gutturalis,,,119.00,95.00,Y,15.00,9.1643,689.4367,0.5279,53.8202,628.1533,0.3240,37.0824,671.1400,0.3071,40.2981,640.8650,0.3233,,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,20,M,gutturalis,,,115.70,86.00,Y,15.50,10.3149,668.0800,0.5691,49.4093,614.3667,0.3256,59.5281,664.7467,0.3072,32.6244,640.0867,0.3805,,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,22,M,gutturalis,,,119.70,93.00,Y,14.50,5.0476,682.7667,0.5975,42.0989,659.4133,0.3367,42.9131,634.7567,0.3101,33.9866,597.7600,0.3638,,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,24,M,gutturalis,,,111.20,87.00,Y,13.50,7.5397,670.7133,0.5992,35.7020,629.7633,0.3732,48.3250,626.3733,0.3093,30.7645,616.7267,0.3998,,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,26,M,gutturalis,,,122.30,98.00,Y,15.00,7.6491,694.1500,0.5429,43.7609,629.7600,0.3147,45.9927,626.3733,0.2995,31.4259,604.4600,0.3645,,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,27,M,gutturalis,,,120.00,91.00,Y,17.00,7.6127,694.1500,0.5769,40.2926,596.4267,0.3268,26.2588,660.1700,0.3648,29.2435,694.1500,0.3497,y,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,31,M,gutturalis,,,116.50,86.30,Y,15.00,15.2102,663.7800,0.4981,45.3817,610.0100,0.3243,41.5464,626.8100,0.3129,19.9497,589.7200,0.4289,,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,32,M,gutturalis,,,117.00,96.70,Y,17.50,6.5629,670.4667,0.6373,41.3718,602.7233,0.3375,39.4584,649.0700,0.3043,38.6203,573.3767,0.3316,y,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TW,33,M,gutturalis,,,117.70,103.50,Y,15.50,6.5436,694.1500,0.6451,50.9364,578.0933,0.3276,41.3782,627.1100,0.3134,32.9547,635.4633,0.3568,y,22.869231,4.430255,25.75472,3.041234,27.675,24.2,0.6134982,14.14286,23659358000,23.348,0.185,0,0
TR,JB27355,M,rustica,2010,2010 only,123.17,111.00,Y,22.40,9.2625,679.4033,0.5200,42.8309,577.7267,0.3906,34.1763,630.4033,0.3615,21.6603,614.7200,0.4965,Y,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27528,M,rustica,2010,"2010, 2011",127.50,111.50,Y,16.00,11.5781,641.7367,0.5138,23.6420,663.4233,0.3417,51.9717,589.1500,0.3473,33.7756,644.0567,0.3644,N,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27396,M,rustica,2010,2010 only,122.50,106.00,Y,18.80,17.2599,665.7600,0.4354,37.0848,591.4067,0.3990,32.0071,643.0400,0.3658,24.0730,629.7633,0.4462,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27404,M,rustica,2010,2010 only,123.00,108.00,Y,19.10,10.7937,687.8000,0.5583,33.3505,608.7767,0.4258,20.3592,584.7100,0.4635,18.5104,641.7300,0.5177,y,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27405,M,rustica,2010,"2010, 2011",126.00,104.00,Y,18.40,9.2174,694.1500,0.5004,41.1081,612.4633,0.3935,32.2274,622.1400,0.4397,15.8326,664.1167,0.5347,Y,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27467,M,rustica,2010,"2010, 2011",125.00,106.50,Y,20.30,5.9113,694.1500,0.5984,33.5711,570.4100,0.3967,26.5498,568.0133,0.4086,16.2624,655.7533,0.5199,N,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27487,M,rustica,2010,"2010, 2011",126.00,120.50,Y,18.80,10.2222,676.7633,0.5392,30.5517,610.0100,0.3485,35.3464,610.3967,0.3577,34.0868,635.4567,0.4189,y,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27459,M,rustica,2010,"2010, 2011",128.00,114.00,Y,18.10,10.2842,669.7633,0.5333,31.3237,614.6900,0.3893,54.0357,626.4267,0.3092,29.9291,598.3433,0.4559,y,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27482,M,rustica,2010,"2010, 2011",123.00,98.50,Y,16.70,11.0610,661.8000,0.5191,24.2388,626.0567,0.4018,34.0864,573.3733,0.3750,32.1361,621.7467,0.3608,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27484,M,rustica,2010,2010 only,123.50,83.00,Y,-,13.2464,663.7233,0.5557,49.7631,610.0100,0.3525,46.6137,626.7600,0.3442,32.5819,610.0100,0.4439,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27479,M,rustica,2010,"2010, 2011",125.00,101.50,Y,19.30,9.1798,694.1500,0.5554,32.9906,585.7367,0.3817,32.8608,583.4367,0.3857,27.6824,594.4533,0.4184,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27500,M,rustica,2010,2010 only,124.00,97.50,Y,18.10,11.9554,643.4367,0.4877,52.7715,610.7833,0.3452,54.5030,661.1800,0.3171,41.6395,616.1167,0.3555,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27465,M,rustica,2010,2010 only,123.50,93.00,Y,17.60,6.5224,665.4167,0.5765,19.6952,643.7500,0.4656,16.9638,627.0733,0.4490,16.5608,654.7100,0.4762,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27395,M,rustica,2010,"2010, 2011",123.00,107.50,Y,19.20,10.5305,669.7167,0.5266,47.8940,557.4567,0.3561,33.3078,604.7667,0.3594,33.3085,587.0700,0.3939,y,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27455,M,rustica,2010,"2010, 2011",126.00,103.50,Y,17.50,11.3287,669.7100,0.5367,41.0170,567.4033,0.3845,31.9015,587.0700,0.4250,30.5671,586.6767,0.4230,y,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27392,M,rustica,2010,2010 only,124.50,117.50,Y,19.10,7.7486,674.6350,0.5416,44.0886,579.4433,0.3685,33.5343,579.0500,0.3494,28.2519,671.0733,0.4453,y,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27496,M,rustica,2010,"2010, 2011",122.00,95.50,Y,20.20,8.1875,674.3900,0.5308,36.1858,644.5100,0.3668,42.6115,661.1800,0.3591,29.3333,660.8000,0.4115,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27436,M,rustica,2010,2010 only,123.50,135.50,Y,17.50,6.2748,694.1500,0.5766,40.6851,609.0333,0.3790,52.4116,654.1633,0.3182,22.1529,616.7533,0.5075,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27469,M,rustica,2010,2010 only,123.00,113.00,Y,17.90,7.3574,694.1500,0.5535,38.2708,596.4100,0.4099,31.8007,561.4000,0.4090,16.5035,630.7900,0.5321,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27375,M,rustica,2010,2010 only,121.00,116.00,Y,17.20,6.4176,686.4500,0.5792,42.4169,592.0933,0.3795,44.3882,634.7500,0.3435,21.7339,625.7133,0.4723,y,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27491,M,rustica,2010,2010 only,127.00,93.00,Y,16.60,12.8573,677.3800,0.5064,34.5250,603.4200,0.3809,34.7396,590.4167,0.3634,28.6465,586.7300,0.4538,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27471,M,rustica,2010,2010 only,131.00,113.00,Y,18.00,,,,,,,,,,,,,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27525,M,rustica,2010,2010 only,124.00,100.00,Y,15.90,16.1616,661.1800,0.5001,37.9969,680.1233,0.4090,37.5338,679.8133,0.3559,25.3603,660.8000,0.4330,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27442,M,rustica,2010,"2010, 2011",121.00,118.00,Y,18.50,11.5768,650.3833,0.5251,31.7696,627.0733,0.4167,25.1577,626.6867,0.4397,20.5763,643.7500,0.4996,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27423,M,rustica,2010,2010 only,128.00,112.00,Y,17.90,6.1557,682.0767,0.5645,41.8348,598.7667,0.3773,31.2295,574.6833,0.3961,20.0915,650.4733,0.5112,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27519,M,rustica,2010,2010 only,122.00,90.00,Y,17.70,11.4638,686.7633,0.5492,30.6255,681.7933,0.4472,29.9254,652.0833,0.4010,25.8741,614.6967,0.4478,y,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27444,M,rustica,2010,2010 only,123.00,124.50,Y,18.70,6.9716,653.0600,0.5439,31.1216,611.1033,0.4338,28.7906,626.6867,0.4240,24.1946,643.7500,0.4575,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27358,M,rustica,2010,"2010, 2011",122.00,111.00,Y,19.5,5.9028,674.0667,0.5602,27.0871,624.5033,0.4551,18.9612,573.7033,0.4250,16.0401,651.0767,0.4963,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27434,M,rustica,2010,"2010, 2011",123.00,111.00,Y,17.8,8.6222,670.4667,0.5447,39.1947,598.4233,0.3799,28.6087,631.7333,0.3818,19.7167,622.4600,0.5054,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27450,M,rustica,2010,"2010, 2011",124.50,107.50,Y,20.1,16.1351,650.7700,0.4882,32.5075,610.7833,0.4231,35.9859,610.7833,0.3798,32.7409,627.4600,0.3929,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27452,M,rustica,2010,"2010, 2011",126.00,101.50,Y,19.3,9.2449,662.3867,0.5295,32.9647,636.0833,0.4263,34.5721,667.0600,0.3677,15.5199,667.0600,0.5147,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27461,M,rustica,2010,"2010, 2011",129.00,117.00,Y,19.0,4.8219,685.7367,0.6263,43.0853,588.4500,0.3493,23.8283,595.0733,0.4118,21.8203,620.7967,0.4789,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27463,M,rustica,2010,"2010, 2011",122.00,107.50,Y,18.4,6.2408,669.0467,0.5795,39.7365,623.4533,0.3811,26.1481,607.4167,0.3800,26.1524,610.0400,0.4381,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27477,M,rustica,2010,"2010, 2011",126.00,101.00,Y,19.2,7.5690,694.1500,0.5859,48.7880,615.5000,0.3618,NA,NA,NA,25.0810,603.4500,0.4808,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27497,M,rustica,2010,"2010, 2011",125.50,100.80,Y,19.6,10.8575,669.7367,0.5350,32.8825,598.7367,0.4059,31.5858,627.0733,0.3658,34.3311,610.7833,0.4118,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27521,M,rustica,2010,"2010, 2011",126.50,117.00,Y,16.9,12.8376,679.7433,0.5307,61.8276,661.1800,0.3246,54.9840,628.1600,0.3330,40.5204,661.1800,0.3699,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27361,M,rustica,2010,"2010, 2011",126.00,111.00,Y,18.7,7.3374,682.7467,0.5544,46.2675,577.4167,0.3716,28.4888,606.7100,0.3972,25.2925,627.7333,0.4444,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27480,M,rustica,2010,"2010, 2011",122.50,94.00,Y,16.7,11.5768,675.1000,0.5416,29.7415,626.6867,0.4239,38.2796,558.4267,0.3527,30.7682,577.7233,0.4298,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27499,M,rustica,2010,"2010, 2011",125.00,99.50,Y,19.2,14.3690,660.0400,0.5111,42.0725,644.5100,0.3872,24.1431,644.1300,0.3907,28.5575,616.8067,0.4313,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27385,M,rustica,2010,2010 only,119.00,111.50,Y,17.3,12.6531,662.0967,0.4538,33.1577,614.1200,0.3944,24.8170,610.0100,0.3847,22.8273,611.8100,0.4674,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27433,M,rustica,2010,2010 only,125.00,106.00,Y,19.0,7.7163,650.7867,0.5749,46.9600,634.8000,0.3668,34.9761,619.1233,0.4275,33.1951,618.8033,0.4526,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27436,M,rustica,2010,2010 only,123.50,135.50,Y,17.5,6.2748,694.1500,0.5766,40.6851,609.0333,0.3790,52.4116,654.1633,0.3182,22.1529,616.7533,0.5075,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27456,M,rustica,2010,2010 only,125.00,119.00,Y,18.6,12.3496,646.4267,0.5218,37.2283,567.0100,0.4112,46.2435,583.7800,0.3325,27.0809,612.4033,0.4248,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27493,M,rustica,2010,2010 only,125.50,113.00,Y,19.2,12.1519,660.4200,0.4993,44.9982,627.4600,0.3798,29.5434,627.4533,0.4059,17.6948,610.0100,0.4122,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27502,M,rustica,2010,2010 only,126.00,110.50,Y,19.1,10.1405,694.1500,0.5447,18.9286,613.3933,0.4848,18.6964,593.0567,0.4798,13.4826,694.1500,0.5481,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27504,M,rustica,2010,2010 only,118.00,92.00,Y,16.6,7.6315,688.4900,0.5695,30.4078,669.8267,0.4107,33.1806,618.4033,0.3750,25.8522,657.4600,0.4627,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27518,M,rustica,2010,2010 only,124.00,104.50,Y,19.2,9.1527,680.3833,0.5487,30.4666,637.3600,0.4472,30.4818,602.3867,0.4013,17.4674,644.7500,0.5221,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27524,M,rustica,2010,2010 only,126.00,106.50,Y,12.0,9.2088,659.7267,0.5044,33.9703,660.4200,0.3878,33.7468,661.1800,0.4286,28.3503,643.7433,0.4109,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27531,M,rustica,2010,2010 only,128.00,127.00,Y,16.8,7.5486,675.4133,0.5624,26.8383,575.4700,0.4368,20.3101,618.1033,0.3975,23.5922,647.7700,0.4654,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27532,M,rustica,2010,2010 only,116.00,102.00,Y,16.7,7.0565,675.1000,0.5649,44.5006,598.7167,0.3586,19.0637,620.4467,0.4074,27.4939,574.0233,0.4199,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
TR,JB27535,M,rustica,2010,2010 only,121.50,111.50,Y,19.5,7.1961,660.4200,0.5373,19.2232,660.8000,0.4570,25.1777,611.1033,0.4282,23.2834,626.6867,0.4430,,14.195459,22.810877,19.23188,13.0463,23.825,15.675,6.2953248,686.35233,64917300000,18.568,0.369,0.088,1.346
UK,X294452,M,rustica,,,130.00,106.00,Y,,6.5838,661.0567,0.5819,37.7857,591.0700,0.3909,34.3326,614.3667,0.3799,26.4416,615.7600,0.4679,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,v759842,M,rustica,,,125.00,99.40,Y,,14.5501,688.1133,0.5500,46.8426,575.4267,0.3820,34.6537,588.1067,0.3996,30.2467,635.7667,0.4712,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x260679,M,rustica,,,125.00,98.50,Y,,9.9881,679.7167,0.5472,35.1527,632.7833,0.4012,31.8797,643.3633,0.3739,28.0295,658.3967,0.4358,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,v759791,M,rustica,,,124.00,98.00,Y,,6.3821,694.1500,0.6149,27.1352,635.1267,0.4157,35.6687,617.0267,0.4103,22.5974,616.4267,0.4814,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x260640,M,rustica,,,129.00,101.00,Y,,6.5199,688.3833,0.5630,20.1666,643.3633,0.4443,22.3446,652.1267,0.4370,22.2591,660.8000,0.4569,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,X294437,M,rustica,,,129.00,122.00,Y,,6.6908,662.4000,0.5695,36.5170,630.4100,0.4132,32.5980,625.7933,0.4251,24.1967,631.7100,0.4634,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x260649,M,rustica,,,130.00,98.00,Y,,12.9471,694.1500,0.5229,57.0376,597.7167,0.3309,59.1831,562.4933,0.3337,33.4354,633.7400,0.3926,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x810132,M,rustica,,,126.00,81.00,Y,,6.5684,675.1000,0.6087,48.7917,638.7933,0.3391,37.7071,591.7933,0.3545,30.2215,578.0333,0.4311,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,X810154,M,rustica,,,128.00,121.00,Y,,9.4279,680.7467,0.5641,49.2859,611.7933,0.3616,41.2765,651.1500,0.3588,33.2803,611.1700,0.4261,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,X294434,M,rustica,,,128.00,101.00,Y,,4.4071,687.8000,0.6878,45.4066,593.4267,0.3660,30.2342,639.7133,0.3736,32.4483,634.4133,0.3990,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x810144,M,rustica,,,130.00,124.00,Y,,12.7568,681.7667,0.5197,40.7132,596.1267,0.3712,25.9849,594.7467,0.3895,24.8570,587.4267,0.4363,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x810119,M,rustica,,,125.00,96.00,Y,,11.5199,674.7000,0.5582,58.6263,660.4200,0.3225,39.9980,631.8033,0.3478,44.0714,591.1167,0.3750,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
