band,population,country,year,sex,ci1,rs,tail.mean,weight,date,t.avg.bright,t.hue,t.chrom,r.avg.bright,r.hue,r.chrom,b.avg.bright,b.hue,b.chrom,v.avg.bright,v.hue,v.chrom,band_x_pop,lat,long
1764,wuwei,china,NA,F,NA,NA,93.25,14.81,NA,12.06933665,660.02,0.464006419,45.23172091,660.02,0.341433025,34.41288733,659.3933333,0.322123821,35.13360524,660.02,0.366566854,1764 wuwei,37.888956,102.626964
1765,qinhuangdao,china,NA,M,NA,NA,85.75,15.39,NA,11.02968783,693.02,0.5188473,49.81363161,605.3933333,0.355515321,52.97487682,592.7666667,0.327602581,27.08846415,600.7466667,0.470056023,1765 qinhuangdao,39.92558,119.594752
1766,qinhuangdao,china,NA,F,NA,NA,76.16666667,14.34,NA,9.91838476,686.74,0.538014935,46.0509778,666.1,0.306466429,23.87781067,680.08,0.32382479,32.70701686,643.17,0.393706767,1766 qinhuangdao,39.92558,119.594752
1767,qinhuangdao,china,NA,F,NA,NA,89.16666667,18.26,NA,40.98204457,644.1633333,0.385324135,39.90047521,645.1733333,0.381004194,47.27537506,637.1733333,0.321689464,28.15086563,626.02,0.440142886,1767 qinhuangdao,39.92558,119.594752
1768,qinhuangdao,china,NA,F,NA,NA,83.58333333,14.89,NA,9.95316433,674.06,0.512251382,47.25008146,603.07,0.327997045,46.35832652,577.82,0.30738363,31.67890252,608.1066667,0.398838541,1768 qinhuangdao,39.92558,119.594752
1769,qinhuangdao,china,NA,F,NA,NA,82.5,14.51,NA,10.75898928,660.7433333,0.509853536,46.6258441,606.4366667,0.330028166,38.8061771,599.17,0.34432949,38.46356735,612.4266667,0.366339546,1769 qinhuangdao,39.92558,119.594752
VN96174,rt.zone,russia,NA,M,NA,NA,92.08333333,17.08,NA,10.1564766,677.4266667,0.514672446,24.75640678,627.8133333,0.469635963,25.91692155,627.4333333,0.432824788,14.06612586,668.11,0.527951662,VN96174 rt.zone,NA,NA
1770,qinhuangdao,china,NA,F,NA,NA,84.16666667,16.09,NA,9.533976031,688.42,0.522311673,50.16234185,625.76,0.342251312,36.10458593,590.85,0.365892005,22.69510339,681.0966667,0.441688677,1770 qinhuangdao,39.92558,119.594752
1771,qinhuangdao,china,NA,M,NA,NA,103,14.88,NA,5.975245852,686.7233333,0.515227853,52.68181456,610.18,0.31895575,41.55313312,607.7966667,0.32008946,29.86596012,582.3766667,0.432048909,1771 qinhuangdao,39.92558,119.594752
1772,qinhuangdao,china,NA,F,NA,NA,83.16666667,14.47,NA,21.4848429,653.1233333,0.450908954,42.91162928,603.4133333,0.361990204,36.78418938,615.4566667,0.343349203,35.77240444,615.51,0.372102268,1772 qinhuangdao,39.92558,119.594752
1773,qinhuangdao,china,NA,M,NA,NA,91.75,13.58,NA,12.34140785,667.7233333,0.490176349,65.26078351,573.1233333,0.318743689,43.00139643,616.76,0.325384916,35.13261626,661.5133333,0.374365794,1773 qinhuangdao,39.92558,119.594752
1774,qinhuangdao,china,NA,F,NA,NA,82.16666667,14.53,NA,10.52158312,653.1,0.513057086,44.979442,607.7933333,0.337128802,44.11284243,626.48,0.331987142,29.36643278,591.18,0.407676253,1774 qinhuangdao,39.92558,119.594752
1775,qinhuangdao,china,NA,F,NA,NA,77,15.45,NA,10.58962273,690.1033333,0.514749931,49.30777683,597.11,0.364105312,35.85158753,609.7933333,0.324461836,36.95155467,600.4933333,0.367256274,1775 qinhuangdao,39.92558,119.594752
1776,qinhuangdao,china,NA,M,NA,NA,110,14.36,NA,8.956782557,669.4366667,0.511470642,58.1133562,599.1566667,0.318682046,59.1914899,587.1733333,0.299182573,40.74276982,632.7666667,0.339404809,1776 qinhuangdao,39.92558,119.594752
1777,qinhuangdao,china,NA,F,NA,NA,78.66666667,14.8,NA,9.604351294,678.6933333,0.530743297,52.57149007,636.77,0.329277995,34.09544044,603.44,0.334954147,27.99887331,645.3533333,0.413734259,1777 qinhuangdao,39.92558,119.594752
1778,qinhuangdao,china,NA,M,NA,NA,94.66666667,14.12,NA,7.375573243,685.06,0.504859312,44.17256435,634.1233333,0.34453492,32.21416141,626.7933333,0.333940981,36.40510149,611.14,0.379464082,1778 qinhuangdao,39.92558,119.594752
1779,qinhuangdao,china,NA,F,NA,NA,76.66666667,16.69,NA,21.59578152,624.41,0.429185583,48.25134702,643.4066667,0.324532834,37.95486425,615.1166667,0.309239324,38.89547438,580.4433333,0.36236506,1779 qinhuangdao,39.92558,119.594752
VN96175,rt.zone,russia,NA,F,NA,NA,85.58333333,19.72,NA,15.24178957,634.4533333,0.492500896,NA,NA,NA,NA,NA,NA,NA,NA,NA,VN96175 rt.zone,NA,NA
1780,qinhuangdao,china,NA,F,NA,NA,71.91666667,17.18,NA,18.01874647,624.0866667,0.483305281,61.84312085,632.7466667,0.302529857,47.12153363,622.4,0.311217762,39.75952579,593.4133333,0.357518505,1780 qinhuangdao,39.92558,119.594752
1781,qinhuangdao,china,NA,M,NA,NA,94,15.23,NA,10.70321127,677.8,0.532760838,57.12064697,660.7133333,0.332808658,57.73688466,667.35,0.305820242,35.29738074,644.75,0.388027282,1781 qinhuangdao,39.92558,119.594752
1782,qinhuangdao,china,NA,M,NA,NA,86.5,14.62,NA,7.782172275,658.11,0.524445427,44.73739643,573.1533333,0.354967688,46.63336138,626.7933333,0.317172799,26.57290618,616.86,0.459321668,1782 qinhuangdao,39.92558,119.594752
1783,qinhuangdao,china,NA,F,NA,NA,67.41666667,15.46,NA,15.65056428,643.4066667,0.471888331,40.60916441,643.4066667,0.31655654,43.39545151,643.4066667,0.309936223,52.56795827,643.7266667,0.337653867,1783 qinhuangdao,39.92558,119.594752
1784,qinhuangdao,china,NA,F,NA,NA,84.41666667,14.36,NA,15.22776732,643.4066667,0.504269019,69.2815126,618.8166667,0.304362213,31.15927795,653.4133333,0.327008535,32.43740411,651.09,0.362279957,1784 qinhuangdao,39.92558,119.594752
1785,qinhuangdao,china,NA,M,NA,NA,81.83333333,13.83,NA,9.793836989,658.8066667,0.501057735,47.15040878,592.1333333,0.345188685,52.74346036,630.8,0.294922638,27.13343649,615.1833333,0.420726834,1785 qinhuangdao,39.92558,119.594752
1786,qinhuangdao,china,NA,M,NA,NA,100.0833333,15.8,NA,9.766553146,669.1133333,0.507979662,54.15751694,674.06,0.318137071,46.42074467,673.7466667,0.303136891,42.56178902,674.37,0.346348955,1786 qinhuangdao,39.92558,119.594752
1787,qinhuangdao,china,NA,F,NA,NA,87,14.58,NA,11.11980671,644.79,0.508495904,52.21074061,599.17,0.322392003,37.15111083,609.7933333,0.301892504,37.07012001,591.18,0.368462734,1787 qinhuangdao,39.92558,119.594752
1788,qinhuangdao,china,NA,M,NA,NA,94.08333333,13.48,NA,8.031396795,691.0966667,0.534713659,64.397113,610.18,0.322716882,45.36216725,610.18,0.33885108,46.04550058,636.8,0.319853862,1788 qinhuangdao,39.92558,119.594752
1789,qinhuangdao,china,NA,M,NA,NA,96.91666667,14.18,NA,7.905661976,681.39,0.501737196,60.74076849,638.7666667,0.319158396,49.95180671,573.6933333,0.325167378,32.89396445,581.7666667,0.392353526,1789 qinhuangdao,39.92558,119.594752
VN96176,rt.zone,russia,NA,F,NA,NA,84,19.57,NA,14.19161349,679.4133333,0.485784382,15.6093454,642.78,0.509756258,25.26934235,653.4233333,0.45695506,15.06237954,669.7833333,0.537439514,VN96176 rt.zone,NA,NA
1790,qinhuangdao,china,NA,F,NA,NA,79.08333333,17.5,NA,12.65001793,632.07,0.489611656,53.70612619,638.39,0.321401627,39.21651452,673.4333333,0.321951615,37.28172559,666.13,0.346571962,1790 qinhuangdao,39.92558,119.594752
1791,qinhuangdao,china,NA,F,NA,NA,77.16666667,15.9,NA,7.613874829,688.1133333,0.515151074,42.71129728,626.7933333,0.291220784,46.66090219,636.49,0.338747324,33.65569104,620.05,0.40075094,1791 qinhuangdao,39.92558,119.594752
1792,qinhuangdao,china,NA,M,NA,NA,82.41666667,14.25,NA,10.65056234,643.4066667,0.487286421,50.09367902,636.49,0.32689335,37.80452961,637.7933333,0.316905522,26.0166006,616.1133333,0.447972307,1792 qinhuangdao,39.92558,119.594752
1793,shenyang,china,NA,M,NA,NA,93.66666667,14.06,NA,9.221370656,669.4233333,0.510695069,39.34631614,626.1333333,0.357061987,35.4688007,627.1133333,0.344907207,27.20828309,626.7933333,0.423398732,1793 shenyang,41.808232,123.525653
1794,shenyang,china,NA,M,NA,NA,101,15.27,NA,11.35322654,662.1,0.498622191,37.88675246,607.7933333,0.344736126,49.12898681,660.4666667,0.302691693,26.59198698,626.73,0.357868053,1794 shenyang,41.808232,123.525653
1795,shenyang,china,NA,F,NA,NA,76.58333333,14.56,NA,12.08357336,667.04,0.493636194,54.61592372,588.4833333,0.342058178,41.06420013,660.02,0.33017101,25.25843891,599.82,0.476629699,1795 shenyang,41.808232,123.525653
1796,shenyang,china,NA,F,NA,NA,87,16.66,NA,11.94962345,660.02,0.506789344,41.73822484,660.02,0.367088661,47.50827174,643.4066667,0.358917417,27.69701402,626.7933333,0.426706078,1796 shenyang,41.808232,123.525653
1797,shenyang,china,NA,M,NA,NA,107,14.71,NA,11.02538307,647.1533333,0.471747145,65.81662861,624.78,0.314702427,49.6144031,600.7866667,0.310305306,39.73557019,626.48,0.335662099,1797 shenyang,41.808232,123.525653
1798,shenyang,china,NA,F,NA,NA,79.58333333,15.74,NA,10.35487239,680.4466667,0.503412317,47.65126072,588.8033333,0.351423081,48.97684477,586.8533333,0.32248679,37.37024437,598.4233333,0.375624928,1798 shenyang,41.808232,123.525653
1799,shenyang,china,NA,F,NA,NA,86.16666667,18.52,NA,9.139805108,675.07,0.538344702,37.77685829,600.7366667,0.367745951,23.05109608,614.1366667,0.382622625,29.52172993,596.7566667,0.413780264,1799 shenyang,41.808232,123.525653
VN96218,moscow,russia,NA,F,NA,NA,91.91666667,21.9,NA,11.77454989,677.09,0.515987108,64.69558237,666.0733333,0.318235397,51.23790586,649.4266667,0.308795489,49.07007027,661.16,0.357953232,VN96218 moscow,56.724301,37.774761
VN96177,rt.zone,russia,NA,F,NA,NA,106.1666667,19.71,NA,11.7303528,643.4066667,0.459309294,18.29190796,610.18,0.491803896,21.0047243,611.4666667,0.48352148,11.15820659,666.7266667,0.508884668,VN96177 rt.zone,NA,NA
1800,shenyang,china,NA,F,NA,NA,85.5,16.32,NA,8.755629828,677.39,0.558248234,44.73641345,610.7433333,0.370309555,44.85882509,611.4633333,0.358728643,38.95814472,593.3533333,0.397621016,1800 shenyang,41.808232,123.525653
1801,shenyang,china,NA,M,NA,NA,94.08333333,14.26,NA,6.991077967,681.0766667,0.502098369,39.19882307,674.06,0.348060234,43.33161529,633.5,0.319261831,37.25950726,621.0966667,0.383255899,1801 shenyang,41.808232,123.525653
1802,shenyang,china,NA,F,NA,NA,82.5,13.17,NA,9.444906426,678.7633333,0.540922776,45.00822984,623.8133333,0.338115836,50.22225655,614.7433333,0.32943216,29.02792066,583.4333333,0.41406321,1802 shenyang,41.808232,123.525653
1803,shenyang,china,NA,M,NA,NA,90,13.64,NA,9.034633717,683.73,0.489832575,56.67383475,613.1333333,0.330649982,48.03716408,610.82,0.314842157,20.25312904,614.1466667,0.455104668,1803 shenyang,41.808232,123.525653
1804,shenyang,china,NA,F,NA,NA,85.41666667,15.9,NA,11.26787304,665.8066667,0.518144705,69.96241863,674.44,0.309200342,41.75543866,638.1333333,0.324105266,45.49930362,622.09,0.340172834,1804 shenyang,41.808232,123.525653
1805,shenyang,china,NA,M,NA,NA,93,14.56,NA,10.55215436,667.42,0.502139729,29.9471362,599.49,0.443673568,42.82342147,605.4433333,0.366683235,22.20203789,610.82,0.439756926,1805 shenyang,41.808232,123.525653
1806,shenyang,china,NA,F,NA,NA,84.25,16.79,NA,10.78321442,659.4466667,0.534355404,50.97932432,659.08,0.317178502,41.52412085,643.1,0.309841919,42.49394342,587.4566667,0.33753839,1806 shenyang,41.808232,123.525653
1807,changchun,china,NA,F,NA,NA,82.08333333,16.21,NA,8.351867151,660.0866667,0.473425232,38.27599733,626.7933333,0.369577396,34.78425855,643.4066667,0.308380633,27.47146324,643.7266667,0.400691254,1807 changchun,43.906216,125.314668
1808,changchun,china,NA,M,NA,NA,106.5,15.39,NA,7.028417743,692.4,0.512575326,37.20951961,610.4266667,0.391664879,35.1048209,622.8033333,0.366968135,16.61857551,681.08,0.474700098,1808 changchun,43.906216,125.314668
1809,changchun,china,NA,M,NA,NA,104.25,14.52,NA,14.42275293,661.0933333,0.432959702,20.29963617,654.48,0.450331944,17.96193799,620.7833333,0.428534486,10.16013644,641.1166667,0.468366136,1809 changchun,43.906216,125.314668
VN96178,rt.zone,russia,NA,F,NA,NA,91.33333333,19.07,NA,11.97835653,650.7466667,0.48226764,15.76119347,649.8066667,0.517925351,17.12747536,611.14,0.484079369,17.14558099,627.12,0.487646525,VN96178 rt.zone,NA,NA
1810,changchun,china,NA,F,NA,NA,95.16666667,17.04,NA,11.19745772,675.7066667,0.512593116,54.21728776,625.4233333,0.348883445,42.87306092,643.7266667,0.364701653,31.99807311,601.7266667,0.377107005,1810 changchun,43.906216,125.314668
1811,changchun,china,NA,M,NA,NA,88.16666667,14.04,NA,7.692649758,673.1366667,0.518335761,67.97839292,677.74,0.300519629,40.28562828,609.02,0.293818478,28.62176081,597.7833333,0.425999127,1811 changchun,43.906216,125.314668
1812,changchun,china,NA,F,NA,NA,79.66666667,14.79,NA,11.59300724,682.76,0.511535137,42.57054398,614.8166667,0.377600815,39.62002287,615.4966667,0.333833494,41.32904791,634.11,0.359391321,1812 changchun,43.906216,125.314668
1813,changchun,china,NA,F,NA,NA,92.58333333,14.57,NA,10.5395122,660.78,0.496380191,26.78007495,627.4333333,0.393306327,15.6920014,643.4066667,0.438881493,21.04676079,627.1133333,0.45416366,1813 changchun,43.906216,125.314668
1814,changchun,china,NA,M,NA,NA,96.16666667,15.99,NA,10.09942963,643.02,0.520747342,57.09812519,602.84,0.33522069,40.73097156,615.82,0.336624422,20.48243864,629.4266667,0.488685034,1814 changchun,43.906216,125.314668
1815,changchun,china,NA,M,NA,NA,99.66666667,14.95,NA,8.88256443,644.1066667,0.483536616,29.92168269,660.02,0.405591691,33.84695293,610.18,0.388027314,34.33406877,627.4333333,0.429804203,1815 changchun,43.906216,125.314668
1816,changchun,china,NA,F,NA,NA,90.33333333,15.85,NA,19.2801305,613.45,0.432061331,40.65940995,584.4833333,0.360011573,38.20120097,592.78,0.375936313,18.46644764,620.1066667,0.467902923,1816 changchun,43.906216,125.314668
1817,changchun,china,NA,F,NA,NA,89.5,14.57,NA,9.050268703,654.43,0.522825668,35.66876799,580.4066667,0.39361444,46.88690786,624.7866667,0.331909862,22.60682974,597.1033333,0.454246269,1817 changchun,43.906216,125.314668
1818,changchun,china,NA,F,NA,NA,92,15.38,NA,8.852562594,675.0433333,0.532197365,45.86410566,629.1166667,0.371810439,51.91876348,553.18,0.335620147,31.33396478,614.3533333,0.397236816,1818 changchun,43.906216,125.314668
1819,changchun,china,NA,M,NA,NA,89.5,14.93,NA,9.623805725,667.35,0.515614947,33.20257014,650.1133333,0.387693381,39.34967635,610.18,0.369023067,35.95316141,626.7933333,0.373673326,1819 changchun,43.906216,125.314668
VN96179,rt.zone,russia,NA,F,NA,NA,NA,18.6,NA,8.477285879,693.76,0.513740022,19.63378222,662.47,0.475461697,13.56540628,635.13,0.524684457,14.90856319,669.1166667,0.494063324,VN96179 rt.zone,NA,NA
1820,changchun,china,NA,M,NA,NA,98,15.41,NA,10.56915824,644.48,0.493754084,30.51821265,610.82,0.431212456,25.34002337,626.7933333,0.397641305,15.63545685,623.12,0.456955898,1820 changchun,43.906216,125.314668
1821,changchun,china,NA,F,NA,NA,85.25,20.01,NA,10.71074796,674.7533333,0.502752006,47.23167418,599.4833333,0.335862393,33.17371042,638.7766667,0.328168358,34.87077967,656.7466667,0.363372328,1821 changchun,43.906216,125.314668
1822,changchun,china,NA,M,NA,NA,102.4166667,14.56,NA,10.4336988,674.06,0.493066941,68.66605375,641.1166667,0.30746806,37.18288179,638.7633333,0.323617938,32.429114,632.75,0.368951017,1822 changchun,43.906216,125.314668
1823,changchun,china,NA,F,NA,NA,79.66666667,14.24,NA,11.03666839,643.4066667,0.514846516,47.02651377,593.8,0.375795478,31.21354891,657.1333333,0.326602673,35.64039927,595.7566667,0.379692489,1823 changchun,43.906216,125.314668
1824,changchun,china,NA,F,NA,NA,84.33333333,16.51,NA,10.11049816,665.3933333,0.534224156,55.70743665,660.02,0.325962306,60.32461476,660.02,0.31436908,34.63852395,666.4133333,0.35520652,1824 changchun,43.906216,125.314668
1825,changchun,china,NA,M,NA,NA,94.5,14.37,NA,11.83082435,667.41,0.502802208,60.74163178,618.7933333,0.318946166,44.72202754,667.0966667,0.300578787,39.89089952,614.8166667,0.365620731,1825 changchun,43.906216,125.314668
1826,changchun,china,NA,F,NA,NA,75.25,14.52,NA,10.68196827,659.03,0.50472579,56.94663979,610.18,0.32362941,46.14033484,610.5,0.303249803,38.64468102,617.06,0.344949282,1826 changchun,43.906216,125.314668
1827,changchun,china,NA,M,NA,NA,95.58333333,14.95,NA,12.4295799,684.1266667,0.473938023,60.5813799,573.47,0.322773679,44.04876697,634.8166667,0.310989815,33.06822066,588.4166667,0.40236349,1827 changchun,43.906216,125.314668
1828,changchun,china,NA,M,NA,NA,106,15.02,NA,11.27368446,635.4333333,0.49844151,45.32268319,603.73,0.368952416,29.03051828,615.45,0.391158347,23.67170546,645.75,0.438308663,1828 changchun,43.906216,125.314668
1829,changchun,china,NA,F,NA,NA,79.58333333,16.17,NA,19.43856727,662.4666667,0.48767033,53.51252061,610.37,0.324860552,43.01011868,610.8233333,0.347466633,34.93756168,590.7933333,0.394611519,1829 changchun,43.906216,125.314668
VN96180,rt.zone,russia,NA,M,NA,NA,103.75,15.08,NA,14.67988601,689.11,0.488057365,22.70352569,652.79,0.485964303,26.27400701,626.8,0.443365996,14.31086523,636.4966667,0.485409999,VN96180 rt.zone,NA,NA
1830,changchun,china,NA,M,NA,NA,96.58333333,14.25,NA,7.957598531,680.0666667,0.530790426,36.7286635,579.8366667,0.379647449,33.76889688,623.82,0.372046557,22.32173171,662.7266667,0.461959774,1830 changchun,43.906216,125.314668
1831,changchun,china,NA,F,NA,NA,79.91666667,14.37,NA,11.79289978,666.4133333,0.463180473,44.33898565,598.8433333,0.379150167,46.64853447,627.1133333,0.3140954,48.77458438,599.82,0.328225919,1831 changchun,43.906216,125.314668
1832,changchun,china,NA,F,NA,NA,78,14.31,NA,9.453523519,638.4233333,0.525733496,37.14188015,610.18,0.353968572,42.15365014,610.18,0.320938083,28.4594692,610.18,0.432778458,1832 changchun,43.906216,125.314668
1833,changchun,china,NA,M,NA,NA,95.5,14.04,NA,7.373756501,666.1233333,0.481878152,44.17506026,587.11,0.368830876,38.84269079,643.4066667,0.34993217,21.51953267,644.42,0.463288144,1833 changchun,43.906216,125.314668
1834,changchun,china,NA,F,NA,NA,83,14.56,NA,11.84109032,667.77,0.500181573,43.59850743,610.5,0.326469493,34.6590341,610.18,0.321430041,24.58729244,645.7466667,0.46626639,1834 changchun,43.906216,125.314668
1835,changchun,china,NA,M,NA,NA,113.8333333,14.48,NA,10.98272886,641.7466667,0.500065269,58.12813821,628.46,0.329289792,38.82864079,607.7966667,0.348188707,28.08950409,584.42,0.436202585,1835 changchun,43.906216,125.314668
1836,changchun,china,NA,M,NA,NA,108,14.16,NA,9.472587181,671.71,0.530075954,35.41466016,611.4033333,0.403487142,34.24753313,573.04,0.355974155,21.9304801,607.1,0.479398787,1836 changchun,43.906216,125.314668
1837,changchun,china,NA,F,NA,NA,83.5,14.65,NA,11.58178027,684.0666667,0.493226293,34.17667897,650.4266667,0.374540956,39.56755099,610.82,0.359198384,22.89996174,650.8066667,0.453299076,1837 changchun,43.906216,125.314668
1838,harbin,china,NA,M,NA,NA,96,14.88,NA,6.452461576,682.7733333,0.511243442,33.11598247,652.0733333,0.407347589,27.77927832,616.1166667,0.328112102,11.56076463,683.4433333,0.52167456,1838 harbin,45.761237,126.609063
1839,harbin,china,NA,F,NA,NA,74,NA,NA,11.53227548,653.1033333,0.446886796,41.08918144,610.18,0.338102812,37.03540377,627.1133333,0.333110838,30.0252442,627.1133333,0.420313854,1839 harbin,45.761237,126.609063
VN96181,rt.zone,russia,NA,F,NA,NA,86.91666667,15.56,NA,12.61035707,693.76,0.496609409,22.6810691,668.09,0.403488215,26.6332989,615.7633333,0.391168667,16.90274019,664.0966667,0.491259867,VN96181 rt.zone,NA,NA
1840,harbin,china,NA,M,NA,NA,97,15.22,NA,9.073322334,670.0966667,0.520244848,62.16901753,614.7566667,0.324798366,51.63494308,604.4166667,0.318342811,32.64057202,575.1266667,0.425170378,1840 harbin,45.761237,126.609063
1841,harbin,china,NA,F,NA,NA,80,15.91,NA,13.94509034,646.4533333,0.507949142,28.02112686,605.0566667,0.430309042,34.66422834,584.3566667,0.389850054,22.10533993,627.0833333,0.448546761,1841 harbin,45.761237,126.609063
1842,harbin,china,NA,M,NA,NA,100.6666667,16.06,NA,6.511643315,658.1033333,0.541152264,46.50121265,604.4466667,0.357909736,41.42368152,597.8,0.333725638,27.98372046,603.8333333,0.43936175,1842 harbin,45.761237,126.609063
1843,harbin,china,NA,F,NA,NA,74.16666667,17.58,NA,15.88592646,651.11,0.466244093,51.00490502,627.1133333,0.300767584,33.14707378,626.48,0.311495641,34.45957102,660.02,0.332970015,1843 harbin,45.761237,126.609063
1844,harbin,china,NA,M,NA,NA,96.66666667,14.81,NA,9.232810666,664.0433333,0.490792399,40.84821082,583.18,0.369413775,30.75408531,572.18,0.396772352,18.02290217,680.1066667,0.459886733,1844 harbin,45.761237,126.609063
1845,harbin,china,NA,F,NA,NA,78.41666667,14.44,NA,9.611405842,674.3833333,0.529960581,50.14944066,603.4766667,0.3534894,30.21223534,623.1533333,0.361550688,28.70009731,600.1366667,0.370994747,1845 harbin,45.761237,126.609063
1846,harbin,china,NA,M,NA,NA,97.75,14.65,NA,12.24181511,643.4066667,0.504476765,49.64268536,563.1233333,0.349806639,38.91652579,607.7933333,0.361597142,26.10876777,609.7933333,0.441736608,1846 harbin,45.761237,126.609063
1847,harbin,china,NA,F,NA,NA,72.91666667,13.48,NA,11.82050931,667.04,0.487013863,70.37737857,599.17,0.307106644,61.35854098,660.02,0.293961668,38.21689117,651.4366667,0.346641535,1847 harbin,45.761237,126.609063
1848,harbin,china,NA,F,NA,NA,79.58333333,16.39,NA,8.589041746,660.02,0.486074962,37.72796812,660.02,0.392399749,31.84669504,666.7266667,0.362715888,9.519678902,660.02,0.470240046,1848 harbin,45.761237,126.609063
1849,harbin,china,NA,M,NA,NA,94,14.36,NA,10.90411511,674.37,0.518856578,40.2987563,660.0866667,0.378171789,30.49313687,660.02,0.348150773,24.62490469,660.02,0.454032479,1849 harbin,45.761237,126.609063
VN96182,rt.zone,russia,NA,M,NA,NA,108.1666667,17.7,NA,20.10831749,654.1166667,0.499549076,59.5680449,643.1,0.315187105,56.20367535,623.1133333,0.313696934,45.91599566,626.48,0.357411066,VN96182 rt.zone,NA,NA
1850,harbin,china,NA,F,NA,NA,81.33333333,15.71,NA,12.09971277,666.7266667,0.490270435,42.84711317,605.71,0.390917442,28.5479753,659.7066667,0.329935268,23.9121105,636.44,0.454874417,1850 harbin,45.761237,126.609063
1851,harbin,china,NA,M,NA,NA,95.75,14.39,NA,10.19928169,680.78,0.508249873,32.96915423,606.18,0.431529229,29.17923188,610.18,0.367917438,13.92121085,678.44,0.504534625,1851 harbin,45.761237,126.609063
1852,harbin,china,NA,M,NA,NA,88.25,13.43,NA,8.038561743,677.7,0.507719858,55.2374904,606.4366667,0.345847417,49.34610966,610.18,0.315372394,38.55128309,587.1733333,0.363987366,1852 harbin,45.761237,126.609063
1853,harbin,china,NA,M,NA,NA,96,14.81,NA,8.663895894,667.04,0.517475318,37.36879419,600.1333333,0.391301799,49.78429995,643.4066667,0.325457098,25.72032148,627.1133333,0.438137728,1853 harbin,45.761237,126.609063
1854,harbin,china,NA,F,NA,NA,81.33333333,19.27,NA,8.513417309,660.02,0.50028756,35.32942347,598.7833333,0.330977746,41.09697747,622.15,0.322078674,23.81148105,657.7666667,0.369515993,1854 harbin,45.761237,126.609063
1855,harbin,china,NA,M,NA,NA,87.08333333,15.02,NA,10.60280876,676.0433333,0.498018271,42.05422701,580.4066667,0.383777767,39.46545101,572.8266667,0.351726691,26.78118761,592.76,0.439692635,1855 harbin,45.761237,126.609063
1856,harbin,china,NA,F,NA,NA,83.75,16.42,NA,11.9308994,674.37,0.495880114,28.14245685,615.07,0.421292669,26.12736536,598.4566667,0.390651343,21.11980185,598.8433333,0.471320014,1856 harbin,45.761237,126.609063
1857,harbin,china,NA,M,NA,NA,88.83333333,14.65,NA,8.782026206,653.38,0.541837971,40.77613754,609.15,0.390092106,21.29225104,660.4,0.419419232,18.61397987,633.8133333,0.469601983,1857 harbin,45.761237,126.609063
1858,harbin,china,NA,F,NA,NA,79.66666667,15.33,NA,12.71691569,680.7666667,0.51021542,36.58464497,610.5,0.358569272,39.50612252,657.06,0.289245184,37.5339314,600.4733333,0.377839086,1858 harbin,45.761237,126.609063
1859,harbin,china,NA,F,NA,NA,90.41666667,17.53,NA,9.772235386,664.1066667,0.497687508,51.32118945,662.4,0.338768113,61.16374862,614.3966667,0.322299969,29.41249845,633.8133333,0.374648431,1859 harbin,45.761237,126.609063
VN96183,rt.zone,russia,NA,M,NA,NA,106.0833333,16.69,NA,10.13756186,669.7133333,0.468480322,17.65573003,652.7166667,0.455984636,12.41501392,659.3933333,0.485160149,12.69107663,659.3933333,0.507185173,VN96183 rt.zone,NA,NA
1860,harbin,china,NA,M,NA,NA,91.5,15.08,NA,7.109223085,674.44,0.473642135,37.24931965,610.4333333,0.397510581,45.79370472,622.09,0.339759556,34.74763877,575.7766667,0.390396444,1860 harbin,45.761237,126.609063
1861,harbin,china,NA,M,NA,NA,99,13.64,NA,10.63215209,668.1033333,0.499873519,34.98156184,576.0966667,0.407120837,28.23255116,625.44,0.38700052,18.60429922,646.0666667,0.482711484,1861 harbin,45.761237,126.609063
1862,harbin,china,NA,F,NA,NA,84.83333333,16.17,NA,11.2425206,665.7666667,0.490149671,37.66347338,600.7766667,0.38744764,31.8528032,598.8433333,0.376400411,33.57951394,605.79,0.372461532,1862 harbin,45.761237,126.609063
1863,harbin,china,NA,M,NA,NA,99.33333333,14.32,NA,6.994860608,661.1,0.514679709,32.35723702,618.82,0.396911308,23.42152101,600.0866667,0.400294265,18.14336658,619.4566667,0.434442866,1863 harbin,45.761237,126.609063
1864,harbin,china,NA,M,NA,NA,98.5,14.37,NA,10.3631248,666.4133333,0.484585297,42.43770856,619.8366667,0.382427728,36.57384527,622.0933333,0.386794493,23.98487147,659.08,0.460124259,1864 harbin,45.761237,126.609063
1865,harbin,china,NA,M,NA,NA,96,13.11,NA,7.617934235,658.3766667,0.506549815,41.77129945,627.8066667,0.379041563,31.99697229,615.13,0.373228987,27.3769778,611.14,0.461353333,1865 harbin,45.761237,126.609063
1866,harbin,china,NA,F,NA,NA,82.75,14.01,NA,10.75334757,660.0866667,0.514371494,50.20136321,581.11,0.341557831,49.38773811,593.7333333,0.327985797,35.83974879,633.4266667,0.37223916,1866 harbin,45.761237,126.609063
1867,harbin,china,NA,F,NA,NA,73.41666667,17.74,NA,15.91490948,658.43,0.502548626,40.81649274,571.7933333,0.364129298,37.6873225,611.0466667,0.351353847,29.76545335,614.8166667,0.391146595,1867 harbin,45.761237,126.609063
