band,population,country,year,sex,ci1,rs,tail.mean,weight,date,t.avg.bright,t.hue,t.chrom,r.avg.bright,r.hue,r.chrom,b.avg.bright,b.hue,b.chrom,v.avg.bright,v.hue,v.chrom,band_x_pop,lat,long
2540-46024,colorado,USA,2010,F,145,3,79.25,21.25,52910,17.98302587,637.0366667,0.431446815,36.15813387,604.42,0.433920948,32.10435637,625.11,0.374301515,17.19878668,615.7833333,0.51040643,2540-46024 CO,40.0274,-105.2519
2540-46025,colorado,USA,2010,M,NA,NA,90.5,17.5,60410,8.449402604,670.4033333,0.56790408,16.30930546,659.73,0.535014597,14.81228543,631.3766667,0.505409582,14.66256351,632.0733333,0.517079648,2540-46025 CO,40.0274,-105.2519
2540-46027,colorado,USA,2010,M,152,0,95.16666666500001,17.5,70310,20.0431584,665.7566667,0.491186159,26.55141229,645.1166667,0.486736673,25.91207661,600.8,0.483929585,25.53581322,618.1633333,0.525121722,2540-46027 CO,40.0274,-105.2519
2540-46028,colorado,USA,2010,M,145,5,86.83333333,21.5,50710,10.76150192,651.4633333,0.533224729,28.85416191,618.6933333,0.493434538,22.13088583,605.3633333,0.492675644,13.00679619,630.3766667,0.546402414,2540-46028 CO,40.0274,-105.2519
2540-46029,colorado,USA,2010,F,151,0,79,22,60410,19.13050509,605.0433333,0.495227167,23.02841529,629.74,0.4911026,24.54496762,627.6866667,0.459202505,18.64548773,638.1166667,0.520846691,2540-46029 CO,40.0274,-105.2519
2540-46030,colorado,USA,2010,F,144,3,74,19,53010,19.79377733,632.3566667,0.522712361,23.11956835,599.0633333,0.448199335,26.76961843,591.07,0.43448371,27.91379753,610.7966667,0.512622814,2540-46030 CO,40.0274,-105.2519
2540-46032,colorado,USA,2010,F,148,0,77.66666667,19.5,60810,21.05387748,600.75,0.469040992,44.43054098,600.4133333,0.413902976,30.4497679,583.57,0.436257934,34.64178217,602.8133333,0.437957264,2540-46032 CO,40.0274,-105.2519
2540-46033,colorado,USA,2010,M,215,0,85.5,19.5,60410,22.62295627,656.71,0.491074754,23.70533383,658.0133333,0.494425972,16.38700467,609.6866667,0.508196598,15.7551559,651.07,0.539830718,2540-46033 CO,40.0274,-105.2519
2540-46034,colorado,USA,2010,M,147,0,97.75,19,52110,22.57840177,617.75,0.45391065,27.58328576,635.6933333,0.454184288,19.63510532,639.0666667,0.471721108,22.67293941,633.4133333,0.483763192,2540-46034 CO,40.0274,-105.2519
2540-46043,colorado,USA,2010,F,148,0,83.25,19,60410,17.29982958,653.7733333,0.508965483,33.66345301,626.0333333,0.440271343,33.0448219,591.43,0.430779668,21.2572921,639.79,0.48873649,2540-46043 CO,40.0274,-105.2519
2540-46047,colorado,USA,2010,M,159,0,105.25,19.25,52910,22.54216324,645.1266667,0.440194296,22.99645184,630.0866667,0.484738755,11.44887615,639.0933333,0.532685076,24.79724003,648.4633333,0.432214069,2540-46047 CO,40.0274,-105.2519
2540-46048,colorado,USA,2010,M,NA,NA,107.41666665,19,50710,11.81192405,664.0566667,0.558332922,11.37476932,644.1033333,0.559104061,15.90355767,652.1,0.494386725,14.03594742,645.7566667,0.541647296,2540-46048 CO,40.0274,-105.2519
2540-46051,colorado,USA,2010,F,155,0,76.5,19.75,50810,18.12131931,639.47,0.499624464,22.21407845,631.8066667,0.488125334,25.43178518,622.6866667,0.467391282,20.62536705,606.7833333,0.499396521,2540-46051 CO,40.0274,-105.2519
2540-46056,colorado,USA,2010,M,149,0,99.83333333499999,18.5,60610,16.79336037,617.7533333,0.482294732,24.64123151,609.0933333,0.485810931,17.86066016,580.0966667,0.469016455,11.8721766,685.7533333,0.571921452,2540-46056 CO,40.0274,-105.2519
2540-46058,colorado,USA,2010,M,159,0,97.33333333499999,16.5,52210,12.11117927,674.3866667,0.586336074,28.34920314,593.0766667,0.456545831,21.70067318,610.3933333,0.473036227,26.41367835,587.43,0.458344753,2540-46058 CO,40.0274,-105.2519
2540-46068,colorado,USA,2010,F,150,0,81.58333333499999,23.5,53110,19.65151394,615.7166667,0.501381112,32.89883358,624.41,0.44113326,33.64138825,610.0466667,0.42335772,23.81952662,618.0566667,0.499317911,2540-46068 CO,40.0274,-105.2519
2540-46070,colorado,USA,2010,F,149,0,74.33333333,18,50710,14.59496144,663.482,0.517749254,33.6883098,596.4133333,0.407240653,34.54750192,598.0666667,0.397186369,25.84593257,612.72,0.43640362,2540-46070 CO,40.0274,-105.2519
2540-46071,colorado,USA,2010,F,NA,NA,79.33333333499999,20,50810,16.22307995,683.45,0.400055124,28.90600618,625.1033333,0.466066151,33.58323068,602.7566667,0.421211688,24.25640795,588.0833333,0.462832767,2540-46071 CO,40.0274,-105.2519
2540-46072,colorado,USA,2010,F,143,3,77.25,21.25,50910,18.66720047,637.4566667,0.453833302,18.96621482,619.0566667,0.460399395,35.33317576,601.4633333,0.430285083,22.58614305,661.4933333,0.477941831,2540-46072 CO,40.0274,-105.2519
2540-46073,colorado,USA,2010,M,143,3,92.75,20.5,50910,9.674111334,672.4,0.551838602,18.05685562,663.37,0.524974462,23.19607695,644.13,0.466870676,20.72492539,587.37,0.459798076,2540-46073 CO,40.0274,-105.2519
2540-46074,colorado,USA,2010,M,154,4,84.58333333499999,19.5,51310,18.22376965,619.37,0.512617214,52.21261192,625.4466667,0.372187749,52.15113353,644.13,0.362390091,34.22614956,628.16,0.433492478,2540-46074 CO,40.0274,-105.2519
2540-46075,colorado,USA,2010,M,NA,NA,74.5,17,51310,18.84060574,661.1133333,0.487069546,47.7395807,661.18,0.373598948,38.29274896,627.84,0.397509454,40.01435453,661.8066667,0.400619904,2540-46075 CO,40.0274,-105.2519
2540-46076,colorado,USA,2010,M,148,8,87,19,51610,21.151553,660.4133333,0.401379068,27.95418227,661.8066667,0.495517217,19.49982574,660.8,0.494767163,21.67990753,661.4933333,0.53366412,2540-46076 CO,40.0274,-105.2519
2540-46077,colorado,USA,2010,M,145,4,101,18,51610,19.13774679,634.7666667,0.507067728,33.46261993,605.0666667,0.460523108,28.84332382,593.3766667,0.471516518,15.79314672,603.3766667,0.539639839,2540-46077 CO,40.0274,-105.2519
2540-46078,colorado,USA,2010,F,NA,NA,81,16.5,51610,30.89837974,598.02,0.41651223,34.91418411,591.4633333,0.418438341,30.94482273,595.7466667,0.451329981,25.46282741,624.37,0.480771201,2540-46078 CO,40.0274,-105.2519
2540-46079,colorado,USA,2010,M,NA,NA,91.5,18,51610,23.58870773,605.7366667,0.503735961,34.37657553,594.0533333,0.410213667,31.90197363,585.1533333,0.415932204,37.13147404,610.7633333,0.432605194,2540-46079 CO,40.0274,-105.2519
2540-46081,colorado,USA,2010,F,148,0,74.16666666500001,17,51610,18.27800351,592.285,0.50269129,33.81088132,590.0933333,0.442918337,20.50853814,609.7633333,0.431451667,24.12256735,611.4133333,0.463200047,2540-46081 CO,40.0274,-105.2519
2540-46083,colorado,USA,2010,F,171,0,76.75,18.5,51610,8.419953764,677.0733333,0.484250383,15.20166483,653.3933333,0.480859785,28.09885946,612.13,0.479111069,28.58217977,637.7966667,0.455017894,2540-46083 CO,40.0274,-105.2519
2540-46084,colorado,USA,2010,M,NA,NA,72,19.5,51810,15.04718411,663.3633333,0.556720555,29.19300467,628.48,0.449278211,30.12285295,596.7466667,0.410760322,23.16071557,645.06,0.491655694,2540-46084 CO,40.0274,-105.2519
2540-46085,colorado,USA,2010,M,NA,NA,88,20.5,51810,10.46795894,665.1166667,0.575560317,21.92336905,600.8,0.496439227,10.60650542,611.43,0.523817941,14.30916508,630.1,0.536594534,2540-46085 CO,40.0274,-105.2519
2540-46086,colorado,USA,2010,M,141,3,86.5,19.5,51810,12.63665699,657.4566667,0.524877927,17.12416658,677.4233333,0.552655582,24.1204869,629.78,0.483373879,12.28356969,681.45,0.579296271,2540-46086 CO,40.0274,-105.2519
2540-46087,colorado,USA,2010,M,173,1,101.75,20,51810,8.750988316,681.4533333,0.604728028,19.44263529,624.1233333,0.511116639,19.30080905,614.79,0.509984475,13.7344919,682.45,0.535043667,2540-46087 CO,40.0274,-105.2519
2540-46088,colorado,USA,2010,M,150,0,103,18,51810,20.33167368,675.08,0.472041559,18.53738691,628.1,0.476975613,18.39465298,628.48,0.497441444,18.11476515,635.11,0.479459657,2540-46088 CO,40.0274,-105.2519
2540-46089,colorado,USA,2010,F,NA,NA,81,20,51810,24.2297538,611.81,0.444577455,26.63845852,612.13,0.495184528,30.23650092,628.7933333,0.440213915,20.5511756,628.1,0.484053251,2540-46089 CO,40.0274,-105.2519
2540-46090,colorado,USA,2010,M,NA,NA,103.25,17.25,51810,14.2178224,665.41,0.518263122,15.33093857,681.45,0.537040135,16.59549691,639.4733333,0.539692998,9.14339142,666.0966667,0.595505071,2540-46090 CO,40.0274,-105.2519
2540-46091,colorado,USA,2010,F,NA,NA,76,19.5,51810,21.6950903,621.1433333,0.44989768,28.13634836,644.83,0.47819711,21.92800785,628.7933333,0.469390981,23.4032437,651.46,0.463805162,2540-46091 CO,40.0274,-105.2519
2540-46092,colorado,USA,2010,F,150,0,81,18.5,52110,15.12359189,622.7566667,0.530367322,30.77127825,590.09,0.44744392,34.3981801,591.3966667,0.381275617,25.80391921,638.4366667,0.490171254,2540-46092 CO,40.0274,-105.2519
2540-46093,colorado,USA,2010,F,NA,NA,89,18.5,52110,15.35870806,629.37,0.517327837,24.74490436,647.7533333,0.477343917,24.46994892,594.7366667,0.444016399,31.83909631,629.38,0.421579614,2540-46093 CO,40.0274,-105.2519
2540-46094,colorado,USA,2010,F,155,5,73.66666666500001,19.75,52110,19.7661534,610.78,0.490927992,31.77882123,588.1133333,0.408128604,48.544554,571.81,0.377401581,21.85592188,622.04,0.453975065,2540-46094 CO,40.0274,-105.2519
2540-46095,colorado,USA,2010,M,NA,NA,92.08333333499999,19,52110,26.05930145,610.75,0.400534257,47.74734235,583.0833333,0.399267552,35.05137389,587.7866667,0.410371074,19.6601529,622.75,0.51151191,2540-46095 CO,40.0274,-105.2519
2540-46096,colorado,USA,2010,F,NA,NA,79.41666666500001,18,52110,13.24235036,654.7366667,0.554032557,34.9137356,588.1133333,0.424851891,25.85533934,616.1366667,0.46519966,31.07724186,606.3933333,0.434635901,2540-46096 CO,40.0274,-105.2519
2540-46097,colorado,USA,2010,M,155,5,89.83333333499999,19,52110,29.80874211,610.01,0.406135485,36.92295376,614.12,0.437223522,29.58584276,598.4133333,0.422551359,29.93922066,605.6866667,0.431867618,2540-46097 CO,40.0274,-105.2519
2540-46098,colorado,USA,2010,M,146,5,101,18,52210,8.890107328,671.44,0.567204497,17.94065749,657.1266667,0.524437354,14.8183537,635.7966667,0.524524089,18.59975163,644.82,0.544303567,2540-46098 CO,40.0274,-105.2519
2540-98602,colorado,USA,2010,M,NA,NA,103.5,19.5,52410,11.51825288,670.14,0.576055904,28.13563645,579.12,0.467085428,29.55747488,582.03,0.436965651,29.46354816,621.82,0.473016205,2540-98602 CO,40.0274,-105.2519
2540-98605,colorado,USA,2010,F,156,6,78.25,19.5,50910,10.67814589,643.4366667,0.542625889,19.15303739,652.7633333,0.515752301,28.59890953,594.3433333,0.458100725,23.25958154,635.8366667,0.501538147,2540-98605 CO,40.0274,-105.2519
2540-98606,colorado,USA,2010,F,NA,NA,81.41666666500001,NA,80910,17.55392739,643.75,0.529459692,23.37303572,641.7333333,0.460523857,21.51194775,626.3633333,0.414622049,27.24692038,635.4566667,0.478319185,2540-98606 CO,40.0274,-105.2519
2540-98607,colorado,USA,2010,M,142,7,98.91666665,20,52610,15.37841045,643.75,0.522243437,15.4654248,626.6866667,0.478210232,18.0369763,643.3566667,0.52175996,10.39412552,633.7933333,0.546885522,2540-98607 CO,40.0274,-105.2519
2540-98610,colorado,USA,2010,M,146,4,90.5,18,62310,8.395885328,669.8266667,0.57118158,14.25272058,659.1066667,0.556268401,18.97651995,622.1366667,0.492948665,13.03745869,665.4066667,0.569587933,2540-98610 CO,40.0274,-105.2519
2540-98611,colorado,USA,2010,M,145,4,84,20,51810,12.03312969,669.7133333,0.586184105,19.58038424,668.76,0.524120462,15.32876615,656.3966667,0.53959071,11.93518194,678.0966667,0.572627899,2540-98611 CO,40.0274,-105.2519
2540-98616,colorado,USA,2010,F,149,9,82.5,20.75,60310,14.4079551,627.0733333,0.509835668,19.5297578,632.3866667,0.504104486,18.65874362,627.0733333,0.477655708,16.58616708,643.75,0.532497771,2540-98616 CO,40.0274,-105.2519
2540-98618,colorado,USA,2010,F,142,7,85,21.5,53110,28.50118511,649.0733333,0.46214581,35.34048022,583.07,0.413038092,32.0039364,606.3966667,0.42098271,22.48613887,611.17,0.523038094,2540-98618 CO,40.0274,-105.2519
2540-98619,colorado,USA,2010,M,139,0,72,18.5,52210,13.14353013,681.7633333,0.48646537,19.76050426,664.75,0.513146743,12.88315106,672.6933333,0.508036564,8.87465081,648.7466667,0.574643412,2540-98619 CO,40.0274,-105.2519
2540-98624,colorado,USA,2010,F,161,7,81,21.5,52710,19.71196111,627.84,0.488475739,33.67255066,627.84,0.435548294,29.4894248,644.13,0.455787741,23.91841779,635.7066667,0.495769524,2540-98624 CO,40.0274,-105.2519
2540-98627,colorado,USA,2010,M,149,0,105.16666665,19,60410,13.72082757,653.7566667,0.512295816,20.48151661,650.08,0.530804421,14.66955667,643.75,0.511536997,13.0346645,652.0666667,0.53165848,2540-98627 CO,40.0274,-105.2519
2540-98628,colorado,USA,2010,F,NA,NA,78.83333333499999,20,50710,15.92553046,627.46,0.525614757,27.58157102,627.7733333,0.476506782,27.0150696,649.7666667,0.457406339,15.9517104,635.4566667,0.536710692,2540-98628 CO,40.0274,-105.2519
2540-98630,colorado,USA,2010,F,142,10,80,19,51310,28.91141229,587.4566667,0.435466222,34.82231948,632.47,0.413584509,32.53792272,660.8,0.402418959,28.06625204,650.1466667,0.441360641,2540-98630 CO,40.0274,-105.2519
2540-98637,colorado,USA,2010,M,146,6,90.5,21,50910,8.643366216,687.8,0.579511241,26.41885278,609.4166667,0.459552122,17.44214372,681.7633333,0.538566232,15.64192472,651.3533333,0.483044438,2540-98637 CO,40.0274,-105.2519
2540-98641,colorado,USA,2010,M,NA,NA,107.41666665,15.5,50410,11.39723268,656.41,0.572472965,23.95448306,617.7766667,0.467399094,27.73259222,612.13,0.436228111,17.78276231,692.72,0.541986696,2540-98641 CO,40.0274,-105.2519
2540-98642,colorado,USA,2010,F,151,9,75.41666666500001,18,50310,19.70125455,637.1066667,0.544660232,36.32630379,601.4566667,0.445336663,27.15516291,642.4066667,0.423515796,21.6055984,627.78,0.495879873,2540-98642 CO,40.0274,-105.2519
2540-98644,colorado,USA,2010,F,NA,NA,71,18.5,50910,15.57360474,660.42,0.492669112,33.84256067,627.84,0.444619291,28.51244266,611.17,0.462432548,26.66719129,611.17,0.500230882,2540-98644 CO,40.0274,-105.2519
2540-98645,colorado,USA,2010,M,147,7,91,19.5,51010,13.23552846,672.4066667,0.54567942,24.0067745,654.8033333,0.459545306,16.04620431,646.0833333,0.541207558,13.39531931,621.4233333,0.519574223,2540-98645 CO,40.0274,-105.2519
2540-98646,colorado,USA,2010,M,145,0,98.5,19,51010,11.33797346,647.74,0.540816298,12.77742814,632.7866667,0.548908937,11.9028012,630.7,0.552114612,11.94917276,583.4033333,0.445600447,2540-98646 CO,40.0274,-105.2519
2540-98647,colorado,USA,2010,M,153,7,93,18.5,51010,9.321378401,663.0733333,0.532905103,17.67849775,611.07,0.49882509,16.74237423,632.4366667,0.504478345,18.49770172,634.7766667,0.498316278,2540-98647 CO,40.0274,-105.2519
2540-98648,colorado,USA,2010,M,130,0,91.16666667,20,51310,8.99472008,659.3933333,0.528685516,20.2358451,630.04,0.491722441,14.70727408,615.7166667,0.488305358,15.02301486,619.1033333,0.518650607,2540-98648 CO,40.0274,-105.2519
2540-98649,colorado,USA,2010,F,130,0,75.75,19,51310,7.656635787,665.76,0.429331418,44.17520063,611.17,0.387679916,31.13072793,611.17,0.36995535,28.25815023,611.49,0.458337193,2540-98649 CO,40.0274,-105.2519
2540-98650,colorado,USA,2010,F,144,0,81.25,18,51310,20.20971491,660.42,0.456438881,24.83183091,644.51,0.413501252,31.84997379,611.17,0.400715166,23.15487231,611.17,0.463996455,2540-98650 CO,40.0274,-105.2519
2540-98651,colorado,USA,2010,M,NA,NA,100,17.5,51310,8.921363378,668.3566667,0.583433052,16.20135687,634.4666667,0.516601117,15.03985028,632.7933333,0.51024563,8.337754131,669.54,0.595153653,2540-98651 CO,40.0274,-105.2519
2540-98652,colorado,USA,2010,F,150,1,81.33333333499999,18,51310,14.31536488,644.8233333,0.53976164,20.54214772,627.46,0.513912235,18.33861592,644.13,0.520440875,14.32545285,660.04,0.550582343,2540-98652 CO,40.0274,-105.2519
2540-98653,colorado,USA,2010,M,152,0,88,19,51310,12.43190803,660.7433333,0.543144735,15.17492272,604.05,0.456661426,20.20399115,615.7166667,0.439844394,21.38490619,639.1,0.478193827,2540-98653 CO,40.0274,-105.2519
2540-98654,colorado,USA,2010,F,148,4,77,18,51610,16.86642063,651.46,0.536777521,28.97212869,644.13,0.427478545,31.01731447,611.17,0.40671568,18.05270723,660.04,0.479404241,2540-98654 CO,40.0274,-105.2519
2540-98655,colorado,USA,2010,M,148,4,89.33333333,19,51610,13.24112619,634.8066667,0.530452687,18.99506643,632.3933333,0.467611843,30.55216024,631.6966667,0.379669677,23.5198663,639.1333333,0.422348483,2540-98655 CO,40.0274,-105.2519
2540-98656,colorado,USA,2010,M,153,1,97.58333333499999,21.5,51710,9.390949257,688.1133333,0.602791741,19.80975363,657.74,0.506685569,18.26120764,651.4133333,0.51070908,16.74777383,666.0333333,0.541029295,2540-98656 CO,40.0274,-105.2519
2540-98657,colorado,USA,2010,F,153,7,72.41666666500001,19,NA,18.39855567,621.78,0.521537177,25.37490386,631.7366667,0.476917916,33.19834402,593.43,0.432446552,29.19799933,611.49,0.439335566,2540-98657 CO,40.0274,-105.2519
2540-98659,colorado,USA,2010,M,145,0,89.5,17,51910,10.90820581,674.39,0.537704027,19.29894141,627.0733333,0.465171778,19.14125855,674.08,0.484104963,15.71657787,667.06,0.494173088,2540-98659 CO,40.0274,-105.2519
2540-98660,colorado,USA,2010,F,145,0,76.83333333499999,13,51910,18.44375363,674.08,0.507685271,40.44358571,606.7833333,0.407906698,34.04222267,644.7566667,0.402327217,23.96076114,634.48,0.483662414,2540-98660 CO,40.0274,-105.2519
2540-98661,colorado,USA,2010,F,156,0,84,18,51910,25.87958004,627.78,0.485326161,35.20319429,611.17,0.440043801,40.98483642,611.17,0.4198992,17.7472008,644.13,0.524175522,2540-98661 CO,40.0274,-105.2519
2540-98662,colorado,USA,2010,M,156,0,90.91666667,19.5,51910,16.37770189,650.77,0.517722566,23.04823535,644.13,0.498724396,17.48705842,643.75,0.49478359,16.42247471,660.42,0.513357032,2540-98662 CO,40.0274,-105.2519
2540-98663,colorado,USA,2010,F,152,3,76,20.5,51910,21.17878668,643.75,0.489803494,40.21856835,611.49,0.403002056,35.1990863,611.17,0.396937774,22.1834919,660.42,0.480758938,2540-98663 CO,40.0274,-105.2519
2540-98664,colorado,USA,2010,F,154,9,76.75,21,51910,18.59728743,660.04,0.495129207,25.32431531,643.75,0.465556832,21.27409531,626.6866667,0.480915126,24.77938358,627.46,0.47144715,2540-98664 CO,40.0274,-105.2519
2540-98665,colorado,USA,2010,F,NA,NA,79,18.5,51910,16.4350474,655.38,0.518351368,27.96418962,639.4833333,0.471721862,23.66980137,619.7433333,0.470841211,23.24303305,619.0366667,0.486705765,2540-98665 CO,40.0274,-105.2519
2540-98666,colorado,USA,2010,F,NA,NA,80.25,19.25,50310,12.29163762,667.0533333,0.544268229,24.75434301,621.4033333,0.474873435,16.83801819,643.4333333,0.502492382,16.02202637,629.4266667,0.528055071,2540-98666 CO,40.0274,-105.2519
2540-98667,colorado,USA,2010,F,NA,NA,78,15.5,52010,29.54981172,600.1,0.42827877,37.89214205,601.1366667,0.422452676,33.29227091,628.7366667,0.310264907,32.08267919,611.1033333,0.429386459,2540-98667 CO,40.0274,-105.2519
2540-98668,colorado,USA,2010,M,NA,NA,99.5,19,52010,10.27448957,694.15,0.595677638,27.1098431,610.1066667,0.475320225,30.3490247,631.72,0.430218306,20.57282173,678.1066667,0.536724084,2540-98668 CO,40.0274,-105.2519
2540-98669,colorado,USA,2010,F,NA,NA,78.5,19,52210,24.94145835,637.1566667,0.439714822,42.70658771,611.49,0.356629532,20.41697146,651.09,0.403029276,23.64318327,627.46,0.476879801,2540-98669 CO,40.0274,-105.2519
2540-98670,colorado,USA,2010,F,NA,NA,81.5,22,52210,26.61784126,643.75,0.414837444,35.89529895,611.17,0.42256969,32.96921466,613.79,0.427813877,21.51198865,643.75,0.501922994,2540-98670 CO,40.0274,-105.2519
2540-98671,colorado,USA,2010,M,192,2,92.5,16.75,52210,11.75018628,694.15,0.55893284,21.69935937,681.45,0.5001917,14.84488232,667.02,0.52230699,13.85036872,688.1133333,0.561757719,2540-98671 CO,40.0274,-105.2519
2540-98672,colorado,USA,2010,M,141,0,95.5,19.75,52210,12.21918378,649.7366667,0.567778872,28.17874879,578.7366667,0.412906263,30.90233901,579.3866667,0.44761878,20.11239977,640.4266667,0.536891747,2540-98672 CO,40.0274,-105.2519
2540-98673,colorado,USA,2010,F,NA,NA,71.75,17,52210,34.00251394,599.8333333,0.436447271,32.42156001,644.0566667,0.439419698,30.7075131,611.49,0.438119691,26.55371591,611.17,0.474543384,2540-98673 CO,40.0274,-105.2519
2540-98674,colorado,USA,2010,M,NA,NA,92.5,17.5,52210,8.048409614,674.7,0.574116852,13.53582707,655.4033333,0.522360572,15.05574478,649.7733333,0.471191572,21.03785311,655.05,0.509918482,2540-98674 CO,40.0274,-105.2519
2540-98675,colorado,USA,2010,M,NA,NA,82.5,18.75,52210,14.22852028,665.76,0.536088322,18.65529644,658.0866667,0.505509797,25.09783442,603.81,0.456174507,19.42421833,645.4266667,0.522726552,2540-98675 CO,40.0274,-105.2519
